#,id,resource_id,at_date_time,active_energy_outlet,active_effect_outlet,active_energy_input,active_effect_input,phase_current1,phase_current2,phase_current3
1747,3650798,2252,2024-10-28 22:30:00.000000,0.037,0.43,0,0,2.3,1.07,0.42
1748,3650797,2252,2024-10-28 22:25:00.000000,0.04,0.49,0,0,2.3,0.97,0.55
1749,3650796,2252,2024-10-28 22:20:00.000000,0.056,0.66,0,0,2.3,1.37,0.71
1750,3650795,2252,2024-10-28 22:15:00.000000,0.05,0.6,0,0,2.3,1.05,0.8
1751,3650794,2252,2024-10-28 22:10:00.000000,0.06,0.72,0,0,2.3,1.53,0.8
1752,3650793,2252,2024-10-28 22:05:00.000000,0.07,0.84,0,0,2.47,1.81,0.8
1753,3650792,2252,2024-10-28 22:00:00.000000,0.075,0.9,0,0,2.57,1.56,0.98
1754,3649114,2252,2024-10-28 21:55:00.000000,0.05,0.6,0,0,2.4,1.42,0.5
1755,3649113,2252,2024-10-28 21:50:00.000000,0.057,0.69,0,0,2.38,1.78,0.5
1756,3649112,2252,2024-10-28 21:45:00.000000,0.041,0.49,0,0,2.3,1.13,0.5
1757,3649111,2252,2024-10-28 21:40:00.000000,0.047,0.57,0,0,2.3,1.6,0.51
1758,3649110,2252,2024-10-28 21:35:00.000000,0.046,0.54,0,0,2.3,1.48,0.5
1759,3649109,2252,2024-10-28 21:30:00.000000,0.035,0.43,0,0,2.3,1.06,0.5
1760,3649108,2252,2024-10-28 21:25:00.000000,0.047,0.57,0,0,2.3,1.56,0.5
1761,3649107,2252,2024-10-28 21:20:00.000000,0.045,0.53,0,0,2.3,1.42,0.5
1762,3649106,2252,2024-10-28 21:15:00.000000,0.042,0.51,0,0,2.37,1.07,0.5
1763,3649105,2252,2024-10-28 21:10:00.000000,0.058,0.69,0,0,2.4,1.71,0.51
1764,3649104,2252,2024-10-28 21:05:00.000000,0.047,0.57,0,0,2.4,1.27,0.5
1765,3649103,2252,2024-10-28 21:00:00.000000,0.042,0.51,0,0,2.39,1.1,0.5
1766,3647427,2252,2024-10-28 20:55:00.000000,0.046,0.55,0,0,2.3,1.48,0.5
1767,3647426,2252,2024-10-28 20:50:00.000000,0.033,0.4,0,0,2.3,0.88,0.54
1768,3647425,2252,2024-10-28 20:45:00.000000,0.035,0.42,0,0,2.3,0.99,0.6
1769,3647424,2252,2024-10-28 20:40:00.000000,0.039,0.46,0,0,2.3,1.18,0.6
1770,3647423,2252,2024-10-28 20:35:00.000000,0.032,0.38,0,0,2.3,0.75,0.6
1771,3647422,2252,2024-10-28 20:30:00.000000,0.04,0.5,0,0,2.3,1.41,0.52
1772,3647421,2252,2024-10-28 20:25:00.000000,0.04,0.48,0,0,2.36,1.11,0.59
1773,3647420,2252,2024-10-28 20:20:00.000000,0.054,0.64,0,0,2.49,0.75,0.97
1774,3647419,2252,2024-10-28 20:15:00.000000,0.067,0.81,0,0,2.5,1.48,0.96
1775,3647418,2252,2024-10-28 20:10:00.000000,0.066,0.79,0,0,2.5,1.5,0.83
1776,3647417,2252,2024-10-28 20:05:00.000000,0.055,0.67,0,0,2.32,1.24,0.81
1777,3647416,2252,2024-10-28 20:00:00.000000,0.075,0.89,0,0,2.44,1.95,0.95
1778,3645737,2252,2024-10-28 19:55:00.000000,0.044,0.52,0,0,2.3,1.28,0.59
1779,3645736,2252,2024-10-28 19:50:00.000000,0.04,0.52,0,0,2.3,1.4,0.6
1780,3645735,2252,2024-10-28 19:45:00.000000,0.052,0.62,0,0,2.31,1.74,0.6
1781,3645734,2252,2024-10-28 19:40:00.000000,0.049,0.58,0,0,2.3,1.46,0.73
1782,3645733,2252,2024-10-28 19:35:00.000000,0.055,0.67,0,0,2.35,1.56,0.82
1783,3645732,2252,2024-10-28 19:30:00.000000,0.058,0.69,0,0,2.4,1.84,0.6
1784,3645731,2252,2024-10-28 19:25:00.000000,0.047,0.57,0,0,2.4,1.27,0.6
1785,3645730,2252,2024-10-28 19:20:00.000000,0.062,0.74,0,0,2.4,1.89,0.6
1786,3645729,2252,2024-10-28 19:15:00.000000,0.056,0.69,0,0,2.32,1.97,0.6
1787,3645728,2252,2024-10-28 19:10:00.000000,0.041,0.5,0,0,2.3,1.24,0.6
1788,3645727,2252,2024-10-28 19:05:00.000000,0.053,0.62,0,0,2.3,1.76,0.6
1789,3645726,2252,2024-10-28 19:00:00.000000,0.044,0.54,0,0,2.3,1.5,0.54
1790,3644058,2252,2024-10-28 18:55:00.000000,0.081,0.96,0,0,2.62,1.87,1.13
1791,3644057,2252,2024-10-28 18:50:00.000000,0.113,1.36,0,0,2.8,2.57,1.57
1792,3644056,2252,2024-10-28 18:45:00.000000,0.105,1.26,0,0,2.91,2.07,1.5
1793,3644055,2252,2024-10-28 18:40:00.000000,0.117,1.41,0,0,2.95,2.6,1.5
1794,3644054,2252,2024-10-28 18:35:00.000000,0.115,1.41,0,0,2.82,2.8,1.5
1795,3644053,2252,2024-10-28 18:30:00.000000,0.097,1.16,0,0,2.8,1.87,1.41
1796,3644052,2252,2024-10-28 18:25:00.000000,0.102,1.23,0,0,2.65,2.4,1.42
1797,3644051,2252,2024-10-28 18:20:00.000000,0.098,1.17,0,0,2.56,2.34,1.41
1798,3644050,2252,2024-10-28 18:15:00.000000,0.091,1.09,0,0,2.54,1.93,1.47
1799,3644049,2252,2024-10-28 18:10:00.000000,0.121,1.46,0,0,2.6,2.92,1.8
1800,3644048,2252,2024-10-28 18:05:00.000000,0.116,1.39,0,0,2.6,2.68,1.76
1801,3644047,2252,2024-10-28 18:00:00.000000,0.109,1.31,0,0,2.59,2.25,1.89
1802,3642375,2252,2024-10-28 17:55:00.000000,0.113,1.37,0,0,2.65,2.59,1.74
1803,3642374,2252,2024-10-28 17:50:00.000000,0.084,1,0,0,2.6,1.88,1.1
1804,3642373,2252,2024-10-28 17:45:00.000000,0.085,1.03,0,0,2.6,2.01,1.1
1805,3642372,2252,2024-10-28 17:40:00.000000,0.095,1.12,0,0,2.6,2.39,1.1
1806,3642371,2252,2024-10-28 17:35:00.000000,0.085,1.02,0,0,2.53,1.94,1.15
1807,3642370,2252,2024-10-28 17:30:00.000000,0.101,1.21,0,0,2.6,2.49,1.33
1808,3642369,2252,2024-10-28 17:25:00.000000,0.1,1.21,0,0,2.59,2.38,1.42
1809,3642368,2252,2024-10-28 17:20:00.000000,0.091,1.1,0,0,2.6,1.91,1.4
1810,3642367,2252,2024-10-28 17:15:00.000000,0.1,1.21,0,0,2.59,2.49,1.4
1811,3642366,2252,2024-10-28 17:10:00.000000,0.05,0.59,0,0,2.06,1.5,0.59
1812,3642365,2252,2024-10-28 17:05:00.000000,0.082,0.98,0,0,2.32,3.28,0.5
1813,3642364,2252,2024-10-28 17:00:00.000000,0.098,1.2,0,0,2.4,4.05,0.43
1814,3640686,2252,2024-10-28 16:55:00.000000,0.088,1.04,0,0,2.4,3.34,0.5
1815,3640685,2252,2024-10-28 16:50:00.000000,0.094,1.13,0,0,2.4,3.67,0.5
1816,3640684,2252,2024-10-28 16:45:00.000000,0.088,1.04,0,0,2.35,3.5,0.5
1817,3640683,2252,2024-10-28 16:40:00.000000,0.073,0.89,0,0,2.3,3.04,0.5
1818,3640682,2252,2024-10-28 16:35:00.000000,0.089,1.06,0,0,2.3,3.72,0.5
1819,3640681,2252,2024-10-28 16:30:00.000000,0.093,1.11,0,0,2.09,3.79,0.67
1820,3640680,2252,2024-10-28 16:25:00.000000,0.078,0.94,0,0,1.4,3.41,0.53
1821,3640679,2252,2024-10-28 16:20:00.000000,0.088,1.06,0,0,1.41,3.72,0.59
1822,3640678,2252,2024-10-28 16:15:00.000000,0.08,0.96,0,0,0.9,2.9,0.8
1823,3640677,2252,2024-10-28 16:10:00.000000,0.061,0.74,0,0,1.1,1.65,0.8
1824,3640676,2252,2024-10-28 16:05:00.000000,0.059,0.71,0,0,1.12,1.58,0.76
1825,3640675,2252,2024-10-28 16:00:00.000000,0.049,0.58,0,0,1.11,1.04,0.71
1826,3639004,2252,2024-10-28 15:55:00.000000,0.05,0.6,0,0,0.98,1.28,0.7
1827,3639003,2252,2024-10-28 15:50:00.000000,0.052,0.62,0,0,0.88,1.4,0.84
1828,3639002,2252,2024-10-28 15:45:00.000000,0.036,0.44,0,0,0.92,0.89,0.75
1829,3639001,2252,2024-10-28 15:40:00.000000,0.031,0.37,0,0,0.7,1.23,0.5
1830,3639000,2252,2024-10-28 15:35:00.000000,0.025,0.3,0,0,0.7,0.93,0.46
1831,3638999,2252,2024-10-28 15:30:00.000000,0.022,0.26,0,0,0.7,0.89,0.32
1832,3638998,2252,2024-10-28 15:25:00.000000,0.034,0.41,0,0,0.7,1.4,0.39
1833,3638997,2252,2024-10-28 15:20:00.000000,0.026,0.3,0,0,0.8,0.68,0.4
1834,3638996,2252,2024-10-28 15:15:00.000000,0.034,0.41,0,0,0.81,1.18,0.4
1835,3638995,2252,2024-10-28 15:10:00.000000,0.032,0.38,0,0,0.85,1.04,0.4
1836,3638994,2252,2024-10-28 15:05:00.000000,0.025,0.3,0,0,0.83,0.77,0.4
1837,3638993,2252,2024-10-28 15:00:00.000000,0.027,0.33,0,0,0.7,1.23,0.32
1838,3637324,2252,2024-10-28 14:55:00.000000,0.022,0.26,0,0,0.7,0.83,0.39
1839,3637323,2252,2024-10-28 14:50:00.000000,0.03,0.37,0,0,0.7,1.18,0.4
1840,3637322,2252,2024-10-28 14:45:00.000000,0.029,0.36,0,0,0.7,1.27,0.4
1841,3637321,2252,2024-10-28 14:40:00.000000,0.018,0.22,0,0,0.7,0.67,0.4
1842,3637320,2252,2024-10-28 14:35:00.000000,0.029,0.34,0,0,0.7,1.21,0.4
1843,3637319,2252,2024-10-28 14:30:00.000000,0.026,0.31,0,0,0.79,0.89,0.32
1844,3637318,2252,2024-10-28 14:25:00.000000,0.028,0.34,0,0,0.81,0.88,0.39
1845,3637317,2252,2024-10-28 14:20:00.000000,0.034,0.42,0,0,0.8,1.2,0.4
1846,3637316,2252,2024-10-28 14:15:00.000000,0.022,0.26,0,0,0.83,0.6,0.4
1847,3637315,2252,2024-10-28 14:10:00.000000,0.033,0.4,0,0,0.7,1.32,0.4
1848,3637314,2252,2024-10-28 14:05:00.000000,0.028,0.32,0,0,0.7,1.03,0.4
1849,3637313,2252,2024-10-28 14:00:00.000000,0.019,0.23,0,0,0.7,0.82,0.32
1850,3635655,2252,2024-10-28 13:55:00.000000,0.028,0.34,0,0,0.7,1.19,0.39
1851,3635654,2252,2024-10-28 13:50:00.000000,0.021,0.24,0,0,0.7,0.79,0.4
1852,3635653,2252,2024-10-28 13:45:00.000000,0.024,0.3,0,0,0.7,1.01,0.4
1853,3635652,2252,2024-10-28 13:40:00.000000,0.033,0.39,0,0,0.78,1.18,0.4
1854,3635651,2252,2024-10-28 13:35:00.000000,0.023,0.27,0,0,0.8,0.61,0.4
1855,3635650,2252,2024-10-28 13:30:00.000000,0.034,0.4,0,0,0.83,1.18,0.32
1856,3635649,2252,2024-10-28 13:25:00.000000,0.035,0.44,0,0,1.01,1.11,0.38
1857,3635648,2252,2024-10-28 13:20:00.000000,0.023,0.28,0,0,0.7,0.91,0.4
1858,3635647,2252,2024-10-28 13:15:00.000000,0.028,0.34,0,0,0.7,1.17,0.4
1859,3635646,2252,2024-10-28 13:10:00.000000,0.018,0.21,0,0,0.7,0.64,0.4
1860,3635645,2252,2024-10-28 13:05:00.000000,0.028,0.33,0,0,0.7,1.14,0.4
1861,3635644,2252,2024-10-28 13:00:00.000000,0.024,0.28,0,0,0.7,1.04,0.33
1862,3634007,2252,2024-10-28 12:55:00.000000,0.019,0.23,0,0,0.7,0.74,0.38
1863,3634006,2252,2024-10-28 12:50:00.000000,0.033,0.39,0,0,0.77,1.2,0.4
1864,3634005,2252,2024-10-28 12:45:00.000000,0.028,0.34,0,0,0.8,0.81,0.4
1865,3634004,2252,2024-10-28 12:40:00.000000,0.037,0.44,0,0,0.8,1.17,0.4
1866,3634003,2252,2024-10-28 12:35:00.000000,0.034,0.41,0,0,0.83,1.13,0.4
1867,3634002,2252,2024-10-28 12:30:00.000000,0.016,0.19,0,0,0.7,0.64,0.33
1868,3634001,2252,2024-10-28 12:25:00.000000,0.028,0.34,0,0,0.7,1.19,0.38
1869,3634000,2252,2024-10-28 12:20:00.000000,0.023,0.27,0,0,0.7,0.89,0.4
1870,3633999,2252,2024-10-28 12:15:00.000000,0.022,0.26,0,0,0.7,0.87,0.4
1871,3633998,2252,2024-10-28 12:10:00.000000,0.028,0.34,0,0,0.7,1.19,0.4
1872,3633997,2252,2024-10-28 12:05:00.000000,0.017,0.2,0,0,0.7,0.6,0.4
1873,3633996,2252,2024-10-28 12:00:00.000000,0.035,0.41,0,0,0.75,1.31,0.33
1874,3632351,2252,2024-10-28 11:55:00.000000,0.032,0.4,0,0,0.8,1.11,0.38
1875,3632350,2252,2024-10-28 11:50:00.000000,0.028,0.34,0,0,0.8,0.88,0.4
1876,3632349,2252,2024-10-28 11:45:00.000000,0.034,0.41,0,0,0.83,1.17,0.4
1877,3632348,2252,2024-10-28 11:40:00.000000,0.019,0.22,0,0,0.74,0.6,0.4
1878,3632347,2252,2024-10-28 11:35:00.000000,0.027,0.34,0,0,0.7,1.18,0.4
1879,3632346,2252,2024-10-28 11:30:00.000000,0.024,0.28,0,0,0.7,1,0.33
1880,3632345,2252,2024-10-28 11:25:00.000000,0.02,0.25,0,0,0.7,0.81,0.38
1881,3632344,2252,2024-10-28 11:20:00.000000,0.034,0.4,0,0,0.7,1.34,0.4
1882,3632343,2252,2024-10-28 11:15:00.000000,0.022,0.26,0,0,0.7,0.79,0.4
1883,3632342,2252,2024-10-28 11:10:00.000000,0.028,0.33,0,0,0.73,1.05,0.4
1884,3632341,2252,2024-10-28 11:05:00.000000,0.033,0.39,0,0,0.8,1.13,0.4
1885,3632340,2252,2024-10-28 11:00:00.000000,0.022,0.26,0,0,0.8,0.63,0.33
1886,3630694,2252,2024-10-28 10:55:00.000000,0.034,0.41,0,0,0.81,1.18,0.38
1887,3630693,2252,2024-10-28 10:50:00.000000,0.024,0.29,0,0,0.77,0.82,0.4
1888,3630692,2252,2024-10-28 10:45:00.000000,0.024,0.29,0,0,0.7,0.98,0.4
1889,3630691,2252,2024-10-28 10:40:00.000000,0.031,0.37,0,0,0.7,1.26,0.4
1890,3630690,2252,2024-10-28 10:35:00.000000,0.023,0.27,0,0,0.7,0.73,0.4
1891,3630689,2252,2024-10-28 10:30:00.000000,0.027,0.33,0,0,0.7,1.2,0.33
1892,3630688,2252,2024-10-28 10:25:00.000000,0.023,0.27,0,0,0.7,0.89,0.38
1893,3630687,2252,2024-10-28 10:20:00.000000,0.022,0.27,0,0,0.71,0.89,0.4
1894,3630686,2252,2024-10-28 10:15:00.000000,0.034,0.41,0,0,0.8,1.18,0.4
1895,3630685,2252,2024-10-28 10:10:00.000000,0.023,0.28,0,0,0.8,0.61,0.4
1896,3630684,2252,2024-10-28 10:05:00.000000,0.035,0.42,0,0,0.8,1.21,0.4
1897,3630683,2252,2024-10-28 10:00:00.000000,0.028,0.33,0,0,0.79,0.92,0.33
1898,3629025,2252,2024-10-28 09:55:00.000000,0.028,0.34,0,0,0.7,1.13,0.38
1899,3629024,2252,2024-10-28 09:50:00.000000,0.027,0.31,0,0,0.7,1.08,0.4
1900,3629023,2252,2024-10-28 09:45:00.000000,0.059,0.71,0,0,1.37,1.18,1.03
1901,3629022,2252,2024-10-28 09:40:00.000000,0.089,1.06,0,0,1.7,1.93,1.39
1902,3629021,2252,2024-10-28 09:35:00.000000,0.076,0.91,0,0,1.58,1.44,1.32
1903,3629020,2252,2024-10-28 09:30:00.000000,0.045,0.56,0,0,0.86,1.32,0.68
1904,3629019,2252,2024-10-28 09:25:00.000000,0.059,0.7,0,0,1.17,1.41,0.83
1905,3629018,2252,2024-10-28 09:20:00.000000,0.072,0.86,0,0,1.64,1.32,1.08
1906,3629017,2252,2024-10-28 09:15:00.000000,0.089,1.08,0,0,1.8,2.04,1.2
1907,3629016,2252,2024-10-28 09:10:00.000000,0.074,0.88,0,0,1.5,1.45,1.2
1908,3629015,2252,2024-10-28 09:05:00.000000,0.068,0.82,0,0,1.28,1.52,1.15
1909,3629014,2252,2024-10-28 09:00:00.000000,0.062,0.75,0,0,1.18,1.69,0.82
1910,3627366,2252,2024-10-28 08:55:00.000000,0.046,0.55,0,0,1.15,1,0.68
1911,3627365,2252,2024-10-28 08:50:00.000000,0.055,0.67,0,0,1.21,1.36,0.79
1912,3627364,2252,2024-10-28 08:45:00.000000,0.064,0.77,0,0,1.29,1.65,0.85
1913,3627363,2252,2024-10-28 08:40:00.000000,0.069,0.82,0,0,1.32,1.53,1.06
1914,3627362,2252,2024-10-28 08:35:00.000000,0.077,0.93,0,0,1.46,1.73,1.16
1915,3627361,2252,2024-10-28 08:30:00.000000,0.078,0.94,0,0,1.5,1.87,1.04
1916,3627360,2252,2024-10-28 08:25:00.000000,0.07,0.84,0,0,1.5,1.38,1.09
1917,3627359,2252,2024-10-28 08:20:00.000000,0.063,0.76,0,0,1.41,1.4,0.86
1918,3627358,2252,2024-10-28 08:15:00.000000,0.056,0.67,0,0,1.1,1.56,0.7
1919,3627357,2252,2024-10-28 08:10:00.000000,0.05,0.59,0,0,1.2,1.08,0.8
1920,3627356,2252,2024-10-28 08:05:00.000000,0.057,0.68,0,0,1.2,1.44,0.79
1921,3627355,2252,2024-10-28 08:00:00.000000,0.058,0.69,0,0,1.2,1.64,0.73
1922,3625699,2252,2024-10-28 07:55:00.000000,0.05,0.6,0,0,1.21,1.12,0.74
1923,3625698,2252,2024-10-28 07:50:00.000000,0.051,0.62,0,0,1.23,1.17,0.73
1924,3625697,2252,2024-10-28 07:45:00.000000,0.062,0.74,0,0,1.36,1.52,0.78
1925,3625696,2252,2024-10-28 07:40:00.000000,0.058,0.7,0,0,1.4,1.26,0.79
1926,3625695,2252,2024-10-28 07:35:00.000000,0.061,0.74,0,0,1.53,1.23,0.77
1927,3625694,2252,2024-10-28 07:30:00.000000,0.074,0.9,0,0,1.51,2.12,0.72
1928,3625693,2252,2024-10-28 07:25:00.000000,0.07,0.86,0,0,1.5,1.95,0.75
1929,3625692,2252,2024-10-28 07:20:00.000000,0.063,0.76,0,0,1.25,1.67,0.77
1930,3625691,2252,2024-10-28 07:15:00.000000,0.073,0.88,0,0,1.52,2.13,0.8
1931,3625690,2252,2024-10-28 07:10:00.000000,0.078,0.93,0,0,1.83,2.02,0.8
1932,3625689,2252,2024-10-28 07:05:00.000000,0.069,0.82,0,0,1.9,1.7,0.8
1933,3625688,2252,2024-10-28 07:00:00.000000,0.08,0.96,0,0,2.41,2.3,0.74
1934,3624031,2252,2024-10-28 06:55:00.000000,0.086,1.03,0,0,2.75,2.13,0.79
1935,3624030,2252,2024-10-28 06:50:00.000000,0.08,0.97,0,0,2.89,1.5,1.08
1936,3624029,2252,2024-10-28 06:45:00.000000,0.097,1.16,0,0,2.9,2.5,0.9
1937,3624028,2252,2024-10-28 06:40:00.000000,0.086,1.03,0,0,2.89,1.86,0.9
1938,3624027,2252,2024-10-28 06:35:00.000000,0.111,1.33,0,0,2.7,3.3,0.94
1939,3624026,2252,2024-10-28 06:30:00.000000,0.102,1.23,0,0,2.71,2.91,0.92
1940,3624025,2252,2024-10-28 06:25:00.000000,0.087,1.04,0,0,2.77,2.03,0.96
1941,3624024,2252,2024-10-28 06:20:00.000000,0.085,1.03,0,0,2.77,2.01,1.03
1942,3624023,2252,2024-10-28 06:15:00.000000,0.093,1.11,0,0,2.78,2.35,1.01
1943,3624022,2252,2024-10-28 06:10:00.000000,0.086,1.03,0,0,2.8,2,1
1944,3624021,2252,2024-10-28 06:05:00.000000,0.101,1.17,0,0,2.93,2.32,1
1945,3624020,2252,2024-10-28 06:00:00.000000,0.117,1.39,0,0,3,3.2,0.95
1946,3622376,2252,2024-10-28 05:55:00.000000,0.115,1.4,0,0,2.97,3.24,0.98
1947,3622375,2252,2024-10-28 05:50:00.000000,0.113,1.32,0,0,3,2.8,1
1948,3622374,2252,2024-10-28 05:45:00.000000,0.25,2.98,0,0,10.47,2.76,1
1949,3622373,2252,2024-10-28 05:40:00.000000,0.247,2.97,0,0,10.52,2.61,1.01
1950,3622372,2252,2024-10-28 05:35:00.000000,0.322,3.84,0,0,10.19,6.32,1.01
1951,3622371,2252,2024-10-28 05:30:00.000000,0.317,3.83,0,0,10.19,6.29,1.01
1952,3622370,2252,2024-10-28 05:25:00.000000,0.224,2.69,0,0,10.21,1.53,1.01
1953,3622369,2252,2024-10-28 05:20:00.000000,0.231,2.79,0,0,10.27,1.86,1.02
1954,3622368,2252,2024-10-28 05:15:00.000000,0.236,2.83,0,0,10.53,1.8,1
1955,3622367,2252,2024-10-28 05:10:00.000000,0.227,2.73,0,0,10.67,1.13,1.01
1956,3622366,2252,2024-10-28 05:05:00.000000,0.242,2.9,0,0,10.69,1.94,1.09
1957,3622365,2252,2024-10-28 05:00:00.000000,0.236,2.82,0,0,10.69,1.59,1.03
1958,3620716,2252,2024-10-28 04:55:00.000000,0.222,2.67,0,0,9.97,1.36,1.08
1959,3620715,2252,2024-10-28 04:50:00.000000,0.23,2.76,0,0,9.83,1.86,1.1
1960,3620714,2252,2024-10-28 04:45:00.000000,0.229,2.74,0,0,9.85,1.77,1.09
1961,3620713,2252,2024-10-28 04:40:00.000000,0.225,2.71,0,0,9.82,1.62,1.1
1962,3620712,2252,2024-10-28 04:35:00.000000,0.221,2.66,0,0,9.7,1.75,0.96
1963,3620711,2252,2024-10-28 04:30:00.000000,0.177,2.12,0,0,8.98,0.98,0.34
1964,3620710,2252,2024-10-28 04:25:00.000000,0.184,2.21,0,0,9.14,1.15,0.38
1965,3620709,2252,2024-10-28 04:20:00.000000,0.203,2.43,0,0,9.49,1.44,0.59
1966,3620708,2252,2024-10-28 04:15:00.000000,0.227,2.71,0,0,10.09,1.36,1.1
1967,3620707,2252,2024-10-28 04:10:00.000000,0.23,2.77,0,0,10.11,1.59,1.1
1968,3620706,2252,2024-10-28 04:05:00.000000,0.231,2.77,0,0,9.85,1.84,1.1
1969,3620705,2252,2024-10-28 04:00:00.000000,0.22,2.65,0,0,9.81,1.42,1.03
1970,3619060,2252,2024-10-28 03:55:00.000000,0.225,2.69,0,0,9.83,1.56,1.08
1971,3619059,2252,2024-10-28 03:50:00.000000,0.237,2.85,0,0,9.85,2.13,1.1
1972,3619058,2252,2024-10-28 03:45:00.000000,0.23,2.76,0,0,9.86,1.66,1.1
1973,3619057,2252,2024-10-28 03:40:00.000000,0.232,2.79,0,0,9.86,1.78,1.14
1974,3619056,2252,2024-10-28 03:35:00.000000,0.243,2.91,0,0,10.1,2.07,1.2
1975,3619055,2252,2024-10-28 03:30:00.000000,0.232,2.79,0,0,10.19,1.52,1.14
1976,3619054,2252,2024-10-28 03:25:00.000000,0.235,2.83,0,0,10.2,1.6,1.19
1977,3619053,2252,2024-10-28 03:20:00.000000,0.244,2.92,0,0,10.21,1.96,1.28
1978,3619052,2252,2024-10-28 03:15:00.000000,0.232,2.81,0,0,10.07,1.6,1.3
1979,3619051,2252,2024-10-28 03:10:00.000000,0.233,2.8,0,0,9.97,1.59,1.33
1980,3619050,2252,2024-10-28 03:05:00.000000,0.242,2.9,0,0,10,2,1.37
1981,3619049,2252,2024-10-28 03:00:00.000000,0.236,2.82,0,0,10.01,1.7,1.33
1982,3617416,2252,2024-10-28 02:55:00.000000,0.236,2.83,0,0,10,1.62,1.38
1983,3617415,2252,2024-10-28 02:50:00.000000,0.248,2.97,0,0,10.1,2.11,1.41
1984,3617414,2252,2024-10-28 02:45:00.000000,0.242,2.91,0,0,10.3,1.56,1.49
1985,3617413,2252,2024-10-28 02:40:00.000000,0.253,3.03,0,0,10.3,2.07,1.51
1986,3617412,2252,2024-10-28 02:35:00.000000,0.248,2.98,0,0,10.29,1.76,1.57
1987,3617411,2252,2024-10-28 02:30:00.000000,0.254,3.05,0,0,10.33,2.06,1.54
1988,3617410,2252,2024-10-28 02:25:00.000000,0.255,3.05,0,0,10.33,2.02,1.57
1989,3617409,2252,2024-10-28 02:20:00.000000,0.244,2.93,0,0,10.3,1.49,1.6
1990,3617408,2252,2024-10-28 02:15:00.000000,0.261,3.13,0,0,10.32,2.36,1.6
1991,3617407,2252,2024-10-28 02:10:00.000000,0.227,2.73,0,0,9.97,1.43,1.19
1992,3617406,2252,2024-10-28 02:05:00.000000,0.187,2.27,0,0,8.95,1.6,0.4
1993,3617405,2252,2024-10-28 02:00:00.000000,0.174,2.09,0,0,8.92,0.9,0.34
1994,3615767,2252,2024-10-28 01:55:00.000000,0.237,2.82,0,0,9.87,1.83,1.3
1995,3615766,2252,2024-10-28 01:50:00.000000,0.249,2.99,0,0,10.21,1.92,1.5
1996,3615765,2252,2024-10-28 01:45:00.000000,0.258,3.1,0,0,10.83,1.73,1.6
1997,3615764,2252,2024-10-28 01:40:00.000000,0.268,3.22,0,0,10.85,2.23,1.6
1998,3615763,2252,2024-10-28 01:35:00.000000,0.254,3.04,0,0,10.32,2.15,1.6
1999,3615762,2252,2024-10-28 01:30:00.000000,0.248,2.97,0,0,10.12,1.98,1.54
2000,3615761,2252,2024-10-28 01:25:00.000000,0.265,3.18,0,0,10.74,2.33,1.58
2001,3615760,2252,2024-10-28 01:20:00.000000,0.258,3.09,0,0,10.87,1.9,1.6
2002,3615759,2252,2024-10-28 01:15:00.000000,0.256,3.08,0,0,10.86,1.83,1.6
2003,3615758,2252,2024-10-28 01:10:00.000000,0.268,3.22,0,0,10.77,2.47,1.7
2004,3615757,2252,2024-10-28 01:05:00.000000,0.251,3,0,0,10.58,1.76,1.7
2005,3615756,2252,2024-10-28 01:00:00.000000,0.252,3.01,0,0,10.6,1.83,1.64
2006,3614116,2252,2024-10-28 00:55:00.000000,0.257,3.1,0,0,10.54,2.22,1.64
2007,3614115,2252,2024-10-28 00:50:00.000000,0.257,3.09,0,0,10.52,2.27,1.57
2008,3614114,2252,2024-10-28 00:45:00.000000,0.183,2.2,0,0,9.54,0.88,0.41
2009,3614113,2252,2024-10-28 00:40:00.000000,0.189,2.27,0,0,9.49,1.33,0.4
2010,3614112,2252,2024-10-28 00:35:00.000000,0.242,2.89,0,0,10.58,1.73,1.32
2011,3614111,2252,2024-10-28 00:30:00.000000,0.252,3.03,0,0,10.8,1.81,1.54
2012,3614110,2252,2024-10-28 00:25:00.000000,0.258,3.09,0,0,10.81,2.02,1.57
2013,3614109,2252,2024-10-28 00:20:00.000000,0.25,3,0,0,10.73,1.68,1.59
2014,3614108,2252,2024-10-28 00:15:00.000000,0.253,3.04,0,0,10.51,2.13,1.5
2015,3614107,2252,2024-10-28 00:10:00.000000,0.247,2.95,0,0,10.5,1.78,1.5
2016,3614106,2252,2024-10-28 00:05:00.000000,0.252,3.03,0,0,10.51,2.11,1.5
2017,3614105,2252,2024-10-28 00:00:00.000000,0.249,2.98,0,0,10.5,2.06,1.41
